id,closeness
0,0.0
1,0.004900330534760447
2,0.005747583944976038
3,0.0051463722352505115
4,0.0050825742323341834
5,0.004408541090411729
6,0.06447170248248403
7,0.06941118475557102
8,0.06634051502372128
9,0.06296773137826142
10,0.059987887106226566
11,0.05644594900290055
12,0.05649459432675655
13,0.053160025766807235
14,0.05017520555673064
15,0.004712578406991848
16,0.005490995376003894
17,0.00650784637156017
18,0.007365167450448336
19,0.008199886428165815
20,0.006648556563377688
21,0.005540463802814739
22,0.06465793186122024
23,0.06570879106738454
24,0.06149934227957918
25,0.05808206346675275
26,0.056310877705127015
27,0.060023197177119694
28,0.056231522874711115
29,0.053000386049789794
30,0.05313232703283507
31,0.05015052922612896
32,0.04748562554137528
33,0.045107376626273475
34,0.04750774846454914
35,0.04954943768697549
36,0.05082823908053612
37,0.05389996387139016
38,0.05478805353938034
39,0.05825904175954804
40,0.05549704812469977
41,0.05625220256439841
42,0.059991808395748476
43,0.06400855662143676
44,0.059925216117411695
45,0.06022802761767688
46,0.0637064198832542
47,0.06221222104380153
48,0.05877391513532886
49,0.05844826677099478
50,0.06040641643113013
51,0.06120404700487897
52,0.058041657275370605
53,0.05657120661025458
54,0.05692561002593723
55,0.054912623995581895
56,0.057774925076371435
57,0.059999652512955026
58,0.001135718341851221
59,0.0017035775127768314
60,0.001135718341851221
61,0.0015332197614991482
62,0.0025553662691652473
63,0.0015332197614991482
64,0.06211117249852193
65,0.05819992928138501
66,0.05538318054662724
67,0.05466404698541665
68,0.056609590725275105
69,0.060196424297399985
70,0.059271162802774495
71,0.05657818166809445
72,0.058207311780183936
73,0.05884929046733954
74,0.05518669181227662
75,0.05505427023624236
76,0.05235337620297548
77,0.05090435880182818
78,0.04995398894176792
79,0.052171831325004844
80,0.0551104716770648
81,0.05861251020808278
82,0.05508070368732206
83,0.05395700422353813
84,0.05517342099544067
85,0.05602213922830913
86,0.0574099014661679
87,0.031686047674290854
88,0.03286263060257672
89,0.03412742394906144
90,0.03549072604656638
91,0.03426375526743177
92,0.03312835017283904
93,0.03207586623927584
94,0.04502328712903062
95,0.047436537180863186
96,0.050101249308776075
97,0.053077016068368524
98,0.056421657742417315
99,0.060208271655065294
100,0.06453063456884828
101,0.060822763923265966
102,0.05824425238548964
103,0.0573883619833767
104,0.05664103467494661
105,0.05692207931763073
106,0.05914129944826397
107,0.059913479882371085
108,0.056286702535305745
109,0.053261835345491275
110,0.05087331955865632
111,0.05070187751163803
112,0.05268396583456717
113,0.05184176042694233
114,0.05355711279401028
115,0.05656074724751388
116,0.05203870973226129
117,0.05131421217993627
118,0.04857386920917541
119,0.046118325871264326
120,0.04648035881682249
121,0.045648081812392945
122,0.0434440087497354
123,0.04141866074727684
124,0.03956691894107179
125,0.002981260647359455
126,0.0034781374219193645
127,0.002981260647359455
128,0.0026086030664395233
129,0.028038454259995117
130,0.028955819051527373
131,0.028047022945973967
132,0.02719192571592427
133,0.0263859089425036
134,0.025623438167299332
135,0.024902444370710375
136,0.06222065659919729
137,0.06688199131600059
138,0.06445359118183581
139,0.06282118453269629
140,0.061785019849075015
141,0.06329779190552177
142,0.06026757846323615
143,0.06236865000599118
144,0.06130216317134194
145,0.0610737129725268
146,0.05816304485950695
147,0.056844514390719116
148,0.05755752178351585
149,0.05595041668220205
150,0.05276574971759674
151,0.05001115387925236
152,0.05071868940802211
153,0.051818343675577895
154,0.05406189236794063
155,0.05103740878868647
156,0.04829017020984794
157,0.045809857484184896
158,0.04107203780882345
159,0.039287443700263706
160,0.03764838515150183
161,0.03612211929146142
162,0.03472003498801347
163,0.03342516242991442
164,0.02991962850747083
165,0.028941209196750656
166,0.051460955749588436
167,0.054638011837718645
168,0.05822577622371274
169,0.06224175549936657
170,0.06352562364768881
171,0.0683768950110386
172,0.06412931904396339
173,0.06491403910299619
174,0.06056187705148213
175,0.0586087671523188
176,0.05754308639025395
177,0.05921762065028778
178,0.05910701905314357
179,0.0636533974780247
180,0.0657040868297652
181,0.06821933285052853
182,0.06337647157227817
183,0.060358742837103595
184,0.05826643926342201
185,0.05779311617368767
186,0.06056187705148213
187,0.05861625374197869
188,0.06180166227866399
189,0.05845198935342718
190,0.05667951363872037
191,0.054456457891067477
192,0.05306780876825258
193,0.051652109682471865
194,0.05352899882403967
195,0.05259640580194625
196,0.05515021241741242
197,0.05231159854298679
198,0.04949599206332435
199,0.04711024510231303
200,0.04501887004994409
201,0.04318235942399473
202,0.043028491014025984
203,0.04514509738984506
204,0.043006311379482666
205,0.041029805294982125
206,0.04104448501065117
207,0.03923202175172745
208,0.03756978405265106
209,0.03603984625321658
210,0.036130651739622856
211,0.034730546256884015
212,0.033430032595277756
213,0.0013628620102214652
214,0.0019469457288878072
215,0.05059287127001985
