id,btw
0,0.0
1,0.0
2,0.0
3,0.0010741138560687433
4,0.0
5,0.0
6,0.0
7,0.0021482277121374865
8,0.14500537056928026
9,0.0
10,0.08055853920515581
11,0.011815252416756176
12,0.033297529538131025
13,0.033297529538131025
14,0.15252416756176138
15,0.02792696025778731
16,0.02900107411385605
17,0.011815252416756176
18,0.020408163265306117
19,0.004296455424274973
20,0.09022556390977451
21,0.010741138560687433
22,0.0053705692803437165
23,0.004296455424274973
24,0.0021482277121374865
25,0.00644468313641246
26,0.05477980665950593
27,0.0
28,0.00644468313641246
29,0.058002148227712165
30,0.00644468313641246
31,0.03437164339419977
32,0.0021482277121374865
33,0.0
34,0.0010741138560687433
35,0.0010741138560687433
36,0.0
37,0.0
38,0.0010741138560687433
39,0.0010741138560687433
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0010741138560687433
45,0.0
46,0.008592910848549946
47,0.0225563909774436
48,0.0032223415682062296
49,0.023630504833512343
50,0.0
51,0.0032223415682062296
52,0.0010741138560687433
53,0.0010741138560687433
54,0.0
55,0.0010741138560687433
56,0.0
57,0.00644468313641246
58,0.004296455424274973
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0010741138560687433
64,0.0032223415682062296
65,0.0
66,0.0
67,0.004296455424274973
68,0.0021482277121374865
69,0.0032223415682062296
70,0.0075187969924812035
71,0.0
72,0.00644468313641246
73,0.0053705692803437165
74,0.0010741138560687433
75,0.0010741138560687433
76,0.0032223415682062296
77,0.0010741138560687433
78,0.00644468313641246
79,0.030075187969924793
80,0.0010741138560687433
81,0.004296455424274973
82,0.0010741138560687433
83,0.00644468313641246
84,0.01288936627282492
85,0.0032223415682062296
86,0.031149301825993535
87,0.0010741138560687433
88,0.03437164339419977
89,0.0032223415682062296
90,0.0
91,0.004296455424274973
92,0.0010741138560687433
93,0.010741138560687433
94,0.0225563909774436
95,0.0010741138560687433
96,0.0
97,0.0021482277121374865
98,0.0010741138560687433
99,0.0010741138560687433
100,0.0021482277121374865
101,0.0010741138560687433
102,0.0
103,0.023630504833512343
104,0.0021482277121374865
105,0.04189044038668099
106,0.023630504833512343
107,0.0
108,0.020408163265306117
109,0.039742212674543496
110,0.0
111,0.0
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.019334049409237376
118,0.008592910848549946
119,0.0021482277121374865
120,0.011815252416756176
121,0.0
122,0.0021482277121374865
123,0.0032223415682062296
124,0.0
125,0.0021482277121374865
126,0.0225563909774436
127,0.0021482277121374865
128,0.015037593984962407
129,0.0075187969924812035
130,0.0010741138560687433
131,0.0
132,0.03437164339419977
133,0.0010741138560687433
134,0.0032223415682062296
135,0.01611170784103115
136,0.0053705692803437165
137,0.0
138,0.0032223415682062296
139,0.0032223415682062296
140,0.0
141,0.004296455424274973
142,0.0021482277121374865
143,0.0032223415682062296
144,0.0021482277121374865
145,0.0032223415682062296
146,0.0032223415682062296
147,0.004296455424274973
148,0.023630504833512343
149,0.0021482277121374865
150,0.04189044038668099
151,0.0021482277121374865
152,0.0021482277121374865
153,0.00966702470461869
154,0.0
155,0.0075187969924812035
156,0.05263157894736844
157,0.0010741138560687433
158,0.0021482277121374865
159,0.019334049409237376
160,0.0
161,0.0
162,0.0021482277121374865
163,0.0032223415682062296
164,0.05907626208378091
165,0.020408163265306117
166,0.030075187969924793
167,0.11707841031149314
168,0.018259935553168634
169,0.03437164339419977
170,0.0010741138560687433
171,0.025778732545649826
172,0.035445757250268516
173,0.0
174,0.00644468313641246
175,0.0075187969924812035
176,0.0010741138560687433
177,0.0075187969924812035
178,0.00966702470461869
179,0.011815252416756176
180,0.05263157894736844
181,0.008592910848549946
182,0.07196562835660585
183,0.004296455424274973
184,0.0010741138560687433
185,0.0032223415682062296
186,0.0
187,0.0021482277121374865
188,0.0021482277121374865
189,0.0053705692803437165
190,0.018259935553168634
191,0.00644468313641246
192,0.04726100966702471
193,0.00966702470461869
194,0.0021482277121374865
195,0.0032223415682062296
196,0.0
197,0.0021482277121374865
198,0.04618689581095597
199,0.03222341568206228
200,0.0032223415682062296
201,0.0010741138560687433
202,0.0010741138560687433
203,0.0021482277121374865
204,0.0
205,0.0032223415682062296
206,0.0010741138560687433
207,0.0021482277121374865
208,0.0010741138560687433
209,0.0010741138560687433
210,0.0010741138560687433
211,0.0
212,0.0032223415682062296
213,0.0021482277121374865
214,0.0032223415682062296
215,0.0021482277121374865
216,0.06444683136412463
217,0.013963480128893663
218,0.008592910848549946
219,0.013963480128893663
220,0.0053705692803437165
221,0.008592910848549946
222,0.008592910848549946
223,0.00966702470461869
224,0.004296455424274973
225,0.0075187969924812035
226,0.004296455424274973
227,0.0021482277121374865
228,0.0
229,0.0
230,0.0
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.0
237,0.0
238,0.01611170784103115
239,0.010741138560687433
240,0.018259935553168634
241,0.0
242,0.008592910848549946
243,0.00644468313641246
244,0.0021482277121374865
245,0.0
246,0.0
247,0.0053705692803437165
248,0.0
249,0.01611170784103115
250,0.004296455424274973
251,0.0612244897959184
252,0.0032223415682062296
253,0.00644468313641246
254,0.0
255,0.015037593984962407
256,0.0
257,0.015037593984962407
258,0.0021482277121374865
259,0.0
260,0.020408163265306117
261,0.0010741138560687433
262,0.0010741138560687433
263,0.015037593984962407
264,0.004296455424274973
265,0.0010741138560687433
266,0.008592910848549946
267,0.017185821697099892
268,0.0
269,0.013963480128893663
270,0.0021482277121374865
271,0.039742212674543496
272,0.0032223415682062296
273,0.00644468313641246
274,0.01611170784103115
275,0.0053705692803437165
276,0.013963480128893663
277,0.00644468313641246
278,0.06552094522019337
279,0.060150375939849655
280,0.008592910848549946
281,0.0032223415682062296
282,0.0075187969924812035
283,0.010741138560687433
284,0.004296455424274973
285,0.0053705692803437165
286,0.0
287,0.0032223415682062296
288,0.025778732545649826
289,0.024704618689581084
290,0.02792696025778731
291,0.02148227712137486
292,0.0032223415682062296
293,0.011815252416756176
294,0.0010741138560687433
295,0.0
296,0.00644468313641246
297,0.0
298,0.0010741138560687433
299,0.0
300,0.017185821697099892
301,0.0
302,0.0
303,0.004296455424274973
304,0.0010741138560687433
305,0.0021482277121374865
306,0.0
307,0.0708915145005371
308,0.0053705692803437165
309,0.0021482277121374865
310,0.01611170784103115
311,0.0
312,0.0010741138560687433
313,0.004296455424274973
314,0.0
315,0.013963480128893663
316,0.05477980665950593
317,0.06444683136412463
318,0.0010741138560687433
319,0.01288936627282492
320,0.0
321,0.0010741138560687433
322,0.04403866809881848
323,0.018259935553168634
324,0.03222341568206228
325,0.0010741138560687433
326,0.0
327,0.0
328,0.0
329,0.00644468313641246
330,0.0010741138560687433
331,0.08378088077336204
332,0.0075187969924812035
333,0.0
334,0.00644468313641246
335,0.062298603651987146
336,0.07518796992481208
337,0.03651987110633726
