id,betweenness
298,6.691468012438489e-06
299,6.692082798839104e-06
300,6.7002057174086325e-06
301,6.703515172005835e-06
302,6.716901219093271e-06
303,6.719166425486959e-06
304,6.722663466956028e-06
305,6.728568629392397e-06
306,6.766871383437572e-06
307,6.774548436638537e-06
308,6.792040606871258e-06
309,6.793154344917462e-06
310,6.793947549639487e-06
311,6.801670615083881e-06
312,6.818625313531117e-06
313,6.822130614550917e-06
314,6.830429407466129e-06
315,6.831914383692507e-06
316,6.837014882823762e-06
317,6.8386781894450386e-06
318,6.8432287669768445e-06
319,6.8432287669768445e-06
320,6.8434082741535854e-06
321,6.844008663783791e-06
322,6.8543059410890876e-06
323,6.865683495457125e-06
324,6.871666403965332e-06
325,6.877610982604919e-06
326,6.878618793922059e-06
327,6.886101056023781e-06
328,6.890729634160587e-06
329,6.896158543626049e-06
330,6.897462246991296e-06
331,6.9049905149029745e-06
332,6.907027859468842e-06
333,6.930512376032132e-06
334,6.97284662587441e-06
335,6.987413055097423e-06
336,7.0047390010551625e-06
337,7.0236811055293835e-06
338,7.036130337531938e-06
339,7.0386126181369725e-06
340,7.042527179621271e-06
341,7.047095188816382e-06
342,7.0474893728030125e-06
343,7.047920644402717e-06
344,7.05273097168942e-06
345,7.056195058052949e-06
346,7.058483706219732e-06
347,7.067968303527039e-06
348,7.073277219612067e-06
349,7.075138734294099e-06
350,7.0752422658104e-06
351,7.080239286314496e-06
352,7.0907437865979815e-06
353,7.091081963021585e-06
354,7.096284116055735e-06
355,7.096462522310102e-06
356,7.101601134602603e-06
357,7.103629837778058e-06
358,7.110552342146146e-06
359,7.117742948682722e-06
360,7.122134020479797e-06
361,7.123217670083904e-06
362,7.131150582071657e-06
363,7.142178223387052e-06
364,7.145014047749944e-06
365,7.154096232552836e-06
366,7.15778354859471e-06
367,7.158400847541713e-06
368,7.1741259559109965e-06
369,7.177346806451719e-06
370,7.184555434042499e-06
371,7.211905196221e-06
372,7.212097387962711e-06
373,7.214427966101788e-06
374,7.222801694080505e-06
375,7.225839864074273e-06
376,7.231580914987422e-06
377,7.232155962258006e-06
378,7.241875192667022e-06
379,7.250417757644049e-06
380,7.251277645071721e-06
381,7.2517049640572765e-06
382,7.258787610039206e-06
383,7.266567751787711e-06
384,7.27228606037301e-06
385,7.2844689804411475e-06
386,7.2924446710798614e-06
387,7.295741251789288e-06
388,7.296899976037572e-06
389,7.309077548422686e-06
390,7.318170211367088e-06
391,7.359407394089965e-06
392,7.359793499755506e-06
393,7.37640213077427e-06
394,7.385602910389538e-06
395,7.39128251410637e-06
396,7.393203593376868e-06
397,7.393778842004291e-06
398,7.41566051691968e-06
399,7.4203098656427096e-06
400,7.424592166089954e-06
401,7.424720857572994e-06
402,7.430193479101954e-06
403,7.430296959637356e-06
404,7.431761711030269e-06
405,7.433461392350603e-06
406,7.440191497170017e-06
407,7.444186532532601e-06
408,7.445009840916921e-06
409,7.451511460399539e-06
410,7.4622637813056445e-06
411,7.47046547462179e-06
412,7.4786839436022785e-06
413,7.483371014110847e-06
414,7.511137038377046e-06
415,7.532251876451885e-06
416,7.535950069073265e-06
417,7.544137473647671e-06
418,7.5586220978933935e-06
419,7.563298720901337e-06
420,7.600358975128047e-06
421,7.608264185336448e-06
422,7.610690203867623e-06
423,7.613767546172544e-06
424,7.616198726426592e-06
425,7.622489306054933e-06
426,7.625331019386303e-06
427,7.625331019386303e-06
428,7.631883749329041e-06
429,7.631883749329041e-06
430,7.636059428156423e-06
431,7.637352895597894e-06
432,7.639163880447518e-06
433,7.643039611932427e-06
434,7.6547483244002e-06
435,7.655902298689002e-06
436,7.661039751388968e-06
437,7.663132495540599e-06
438,7.670145441222462e-06
439,7.690733316749473e-06
440,7.699549910639704e-06
441,7.702816210524922e-06
442,7.705654442943881e-06
443,7.71408802334206e-06
444,7.722200344524712e-06
445,7.727152360916642e-06
446,7.730072916552325e-06
447,7.73172902828734e-06
448,7.737807705839502e-06
449,7.741372165506176e-06
450,7.747944042229877e-06
451,7.750992245320996e-06
452,7.751167678771539e-06
453,7.752354646749305e-06
454,7.752354646749305e-06
455,7.753322566427365e-06
456,7.758931444606223e-06
457,7.764142375221236e-06
458,7.783521252947589e-06
459,7.796111784300538e-06
460,7.797923931361201e-06
461,7.80146677952334e-06
462,7.814439494375363e-06
463,7.820959394635243e-06
464,7.822607187063014e-06
465,7.823104833992381e-06
466,7.835723334524315e-06
467,7.839768496359047e-06
468,7.860121162293022e-06
469,7.86020484005392e-06
470,7.871812460732526e-06
471,7.87352162815098e-06
472,7.882366149551136e-06
473,7.885532882811626e-06
474,7.906250143287577e-06
475,7.910345203532152e-06
476,7.914962806958315e-06
477,7.923136746004072e-06
478,7.928302663284202e-06
479,7.950274922667427e-06
480,7.952450112253589e-06
481,7.952450488364815e-06
482,7.95247932413233e-06
483,7.954344333824715e-06
484,7.954512624510064e-06
485,7.96383144758861e-06
486,7.966465513332788e-06
487,7.974274689767794e-06
488,7.974338327718355e-06
489,7.982785995719984e-06
490,7.983961743205131e-06
491,7.989639117225683e-06
492,7.994551779975367e-06
493,7.999269994139665e-06
494,8.00477553972834e-06
495,8.008314902419401e-06
496,8.014675589536896e-06
497,8.016936830146337e-06
498,8.016936830146337e-06
499,8.020429597388873e-06
500,8.03049589752077e-06
501,8.074056270979244e-06
502,8.085241566476849e-06
503,8.088571927452027e-06
504,8.095540360633195e-06
505,8.095877091337953e-06
506,8.098146486691015e-06
507,8.106060037840756e-06
508,8.106521107609724e-06
509,8.107103301557965e-06
510,8.112979570004846e-06
511,8.114954636892808e-06
512,8.134266662886014e-06
513,8.149322298370581e-06
514,8.164330929634793e-06
515,8.16695768394435e-06
516,8.171703927708392e-06
517,8.179590502372793e-06
518,8.180235840088445e-06
519,8.187363274177407e-06
520,8.188466600838728e-06
521,8.195361440632744e-06
522,8.19627628096292e-06
523,8.200923338746591e-06
524,8.202535079344768e-06
525,8.2093153207987e-06
526,8.211936930252681e-06
527,8.217285954997343e-06
528,8.222279566614921e-06
529,8.245643847523214e-06
530,8.253024371140018e-06
531,8.259715157202257e-06
532,8.276466061359234e-06
533,8.276466061359234e-06
534,8.27775231405802e-06
535,8.285073824504465e-06
536,8.287460733968015e-06
537,8.28966476567783e-06
538,8.292990650786253e-06
539,8.296250487758954e-06
540,8.296250487758954e-06
541,8.30873467633312e-06
542,8.31591307677469e-06
543,8.323377611598923e-06
544,8.325428656927012e-06
545,8.332316275497797e-06
546,8.335243220664775e-06
547,8.340049578942122e-06
548,8.342544186112336e-06
549,8.343417456630085e-06
550,8.34517261069057e-06
551,8.347103582017951e-06
552,8.358369675468714e-06
553,8.365569708356593e-06
554,8.38035726241866e-06
555,8.386598433760724e-06
556,8.406537810710065e-06
557,8.406635236241618e-06
558,8.432415633815734e-06
559,8.436476407509796e-06
560,8.445783688365367e-06
561,8.453492544667677e-06
562,8.457635258984133e-06
563,8.465096659915018e-06
564,8.468548090231762e-06
565,8.473556111964069e-06
566,8.483973833216222e-06
567,8.487906775936293e-06
568,8.518881082061996e-06
569,8.522321167558857e-06
570,8.541901415778182e-06
571,8.553052244909937e-06
572,8.561804398255768e-06
573,8.575527020878578e-06
574,8.578073312818428e-06
575,8.58278208801401e-06
576,8.59279244637762e-06
577,8.612123328849225e-06
578,8.624871280825019e-06
579,8.632086394114176e-06
580,8.640697874120468e-06
581,8.652851011347252e-06
582,8.655059555457451e-06
583,8.684541449454859e-06
584,8.701522452884434e-06
585,8.70741324456031e-06
586,8.70754329251294e-06
587,8.720981353319707e-06
588,8.720981353319707e-06
589,8.725143143086247e-06
590,8.739381919278664e-06
591,8.749999181344153e-06
592,8.755368516108376e-06
593,8.773001268384336e-06
594,8.778935563252445e-06
595,8.779635924260428e-06
596,8.782763870271361e-06
597,8.78554566977554e-06
598,8.836008521444138e-06
599,8.86243684146464e-06
600,8.892839252467786e-06
601,8.894476246396741e-06
602,8.894476246396741e-06
603,8.901881689293739e-06
604,8.920165294549093e-06
605,8.920179600156291e-06
606,8.927378977024038e-06
607,8.933609021061635e-06
608,8.936418789711245e-06
609,8.936713954990004e-06
610,8.940398204076791e-06
611,8.944821481970795e-06
612,8.944821481970795e-06
613,8.948035061656117e-06
614,8.96166507635385e-06
615,8.965662040927542e-06
616,8.97355071142451e-06
617,8.982112147059888e-06
618,8.985070783644477e-06
619,9.001567632117827e-06
620,9.00752702358724e-06
621,9.024049545995206e-06
622,9.041720304273613e-06
623,9.042051288975678e-06
624,9.05808679773898e-06
625,9.058613678892876e-06
626,9.060484771615577e-06
627,9.061756058063846e-06
628,9.064321006547546e-06
629,9.064321006547546e-06
630,9.094236576140024e-06
631,9.094698618070701e-06
632,9.105252715247854e-06
633,9.108698198407448e-06
634,9.112899063880498e-06
635,9.113264020716277e-06
636,9.1672352865052e-06
637,9.18100806087488e-06
638,9.186146679329357e-06
639,9.196731684612998e-06
640,9.21456232200266e-06
641,9.21620886925294e-06
642,9.22203216213816e-06
643,9.22203216213816e-06
644,9.228487501502681e-06
645,9.228487501502681e-06
646,9.244326053242248e-06
647,9.257465739633447e-06
648,9.282354992638977e-06
649,9.319844485621069e-06
650,9.341321832040842e-06
651,9.360877135694313e-06
652,9.360877135694313e-06
653,9.361922185684932e-06
654,9.376472006231051e-06
655,9.393612497855343e-06
656,9.400694268360475e-06
657,9.408299440586852e-06
658,9.454255675742925e-06
659,9.454255675742925e-06
660,9.474165668447732e-06
661,9.474165668447732e-06
662,9.48263187732656e-06
663,9.50654373062882e-06
664,9.517421147414462e-06
665,9.524066568374039e-06
666,9.527314103870957e-06
667,9.533141876771658e-06
668,9.579563677472861e-06
669,9.595379664469992e-06
670,9.595379664469992e-06
671,9.600472754537904e-06
672,9.611766783710487e-06
673,9.614752097742427e-06
674,9.618108847669554e-06
675,9.621866345876518e-06
676,9.633432315003256e-06
677,9.633643245500444e-06
678,9.636931298308725e-06
679,9.636931298308725e-06
680,9.640081306922647e-06
681,9.65142694234885e-06
682,9.676003772673927e-06
683,9.68988266799108e-06
684,9.712317358245838e-06
685,9.715614287240227e-06
686,9.71580471868091e-06
687,9.729702120645325e-06
688,9.73248317861506e-06
689,9.767985919684353e-06
690,9.772841638028052e-06
691,9.772841638028052e-06
692,9.774289082394493e-06
693,9.780681661419757e-06
694,9.78122364872177e-06
695,9.827894773190695e-06
696,9.829717458523974e-06
697,9.844708299968012e-06
698,9.862207814081969e-06
699,9.88639782902583e-06
700,9.905502767292192e-06
701,9.915529383793183e-06
702,9.918056459076931e-06
703,9.918056459076931e-06
704,9.928526522134705e-06
705,9.936750761765626e-06
706,9.958422274073098e-06
707,9.961333895983755e-06
708,9.972344921412758e-06
709,9.984914600901392e-06
710,9.990463224334e-06
711,1.0006405857556747e-05
712,1.0006886331813328e-05
713,1.0013247461389801e-05
714,1.0028099410086064e-05
715,1.0032174642278991e-05
716,1.0046754293361475e-05
717,1.005003808018397e-05
718,1.005003808018397e-05
719,1.0057381710718825e-05
720,1.0057719768786285e-05
721,1.0074584359413091e-05
722,1.0088170020526142e-05
723,1.0089477345546526e-05
724,1.011703110032004e-05
725,1.012200409633591e-05
726,1.012200409633591e-05
727,1.0126116973445638e-05
728,1.016048020227517e-05
729,1.0163295900081898e-05
730,1.0178912526204817e-05
731,1.0178912526204817e-05
732,1.0203755448276487e-05
733,1.0224729897919881e-05
734,1.0225351052633966e-05
735,1.0227617921438229e-05
736,1.0227628132188562e-05
737,1.0287811116838444e-05
738,1.0293085984207741e-05
739,1.0297724741341523e-05
740,1.0313743580944388e-05
741,1.0327626489952246e-05
742,1.0351158044977677e-05
743,1.0366402962937825e-05
744,1.0367340996381906e-05
745,1.038058408398726e-05
746,1.0393968101338856e-05
747,1.0401348031338628e-05
748,1.0414627348626419e-05
749,1.0444460260379963e-05
750,1.045279162734596e-05
751,1.04571056019113e-05
752,1.046745494224112e-05
753,1.046745494224112e-05
754,1.046774372940347e-05
755,1.0473229896828363e-05
756,1.0488085659447729e-05
757,1.0488085659447729e-05
758,1.0488523614590726e-05
759,1.0507557280178387e-05
760,1.0510025379718198e-05
761,1.051926600204584e-05
762,1.0520591089524682e-05
763,1.0520591089524682e-05
764,1.0537370993798308e-05
765,1.0542286108796196e-05
766,1.0542286108796196e-05
767,1.0542474468612852e-05
768,1.0552409039675125e-05
769,1.0575345096902353e-05
770,1.0580787755504894e-05
771,1.0594843336347712e-05
772,1.0594843336347712e-05
773,1.0595679108828033e-05
774,1.0595679108828033e-05
775,1.0596911723642151e-05
776,1.0622719454873579e-05
777,1.0651565194894559e-05
778,1.0657649631158927e-05
779,1.0660934603484198e-05
780,1.0660934603484198e-05
781,1.0667372740834313e-05
782,1.0667372740834313e-05
783,1.0685411077634047e-05
784,1.0689682936561942e-05
785,1.0705260735622776e-05
786,1.072643151547232e-05
787,1.0734141442789212e-05
788,1.0754984171405568e-05
789,1.0766489788421587e-05
790,1.077251874497329e-05
791,1.0777778308373625e-05
792,1.0779926925661575e-05
793,1.0801212519921815e-05
794,1.0816506743754132e-05
795,1.0827221586540061e-05
796,1.0838444654885253e-05
797,1.0838444654885253e-05
798,1.083962212391651e-05
799,1.0842389150237144e-05
800,1.090653658932138e-05
801,1.0916017292061704e-05
802,1.095612505090909e-05
803,1.0967452857036976e-05
804,1.0975808534185702e-05
805,1.101338733389131e-05
806,1.1031230865702496e-05
807,1.1036039758713363e-05
808,1.104795492136965e-05
809,1.104795492136965e-05
810,1.1066191294683955e-05
811,1.1074800093916214e-05
812,1.1078583783854335e-05
813,1.1088328836482744e-05
814,1.1091374611446331e-05
815,1.1102365713158175e-05
816,1.1102365713158175e-05
817,1.1112493351389146e-05
818,1.1112493351389146e-05
819,1.1113664337751494e-05
820,1.1113664337751494e-05
821,1.1115378698694991e-05
822,1.1121626979691492e-05
823,1.1129321463907568e-05
824,1.1138532853264687e-05
825,1.114025167989959e-05
826,1.114124035459413e-05
827,1.115431025876137e-05
828,1.1172392841150454e-05
829,1.1183865430260612e-05
830,1.1184232298145853e-05
831,1.1204034220561495e-05
832,1.1230153467018674e-05
833,1.123522302332633e-05
834,1.1241531391413858e-05
835,1.1250381857343562e-05
836,1.1258514774859024e-05
837,1.1260793368581569e-05
838,1.1266499181231004e-05
839,1.1267943116300973e-05
840,1.1267943116300973e-05
841,1.1274544433879905e-05
842,1.1283990590714238e-05
843,1.129338456662026e-05
844,1.129338456662026e-05
845,1.1314205019652909e-05
846,1.1314676331117823e-05
847,1.1320562090997904e-05
848,1.1320562090997904e-05
849,1.1324217784880249e-05
850,1.1329572319128363e-05
851,1.1336301886285873e-05
852,1.1342639496825397e-05
853,1.1345193282662543e-05
854,1.1353928416385618e-05
855,1.1367484160012873e-05
856,1.1375775827845862e-05
857,1.1375775827845862e-05
858,1.1384305364159863e-05
859,1.1384305364159863e-05
860,1.139666660845721e-05
861,1.1410035079888776e-05
862,1.1417494342669727e-05
863,1.1421946157553455e-05
864,1.1470864199161665e-05
865,1.1470864199161665e-05
866,1.1472496873648697e-05
867,1.1481514938549641e-05
868,1.1508433299097588e-05
869,1.151512637171155e-05
870,1.1530641964151681e-05
871,1.1552285502017607e-05
872,1.1562153689597126e-05
873,1.1571620401483367e-05
874,1.1582575822951458e-05
875,1.1596556678942227e-05
876,1.1596556678942227e-05
877,1.1608059957879502e-05
878,1.1608575383353213e-05
879,1.1608575383353213e-05
880,1.1617942394077438e-05
881,1.1625692576075292e-05
882,1.1625692576075292e-05
883,1.162713531435158e-05
884,1.162713531435158e-05
885,1.1634853013095611e-05
886,1.1639542028240908e-05
887,1.1667231175133197e-05
888,1.1667231175133197e-05
889,1.1687455413099928e-05
890,1.1705994089075987e-05
891,1.1707263479025662e-05
892,1.1707263479025662e-05
893,1.1721357999929926e-05
894,1.1732876817016075e-05
895,1.179693510354838e-05
896,1.1807785748877068e-05
897,1.1832549337783817e-05
898,1.1847501839285898e-05
899,1.1858852102647736e-05
900,1.1869486442674631e-05
901,1.1869529451747277e-05
902,1.187494671886756e-05
903,1.187704960501027e-05
904,1.1890429104156861e-05
905,1.1890429104156861e-05
906,1.189238231380707e-05
907,1.1934015465403951e-05
908,1.194818611012434e-05
909,1.1950559288865204e-05
910,1.1950559288865204e-05
911,1.196839040925762e-05
912,1.1989963687016705e-05
913,1.2001089490064836e-05
914,1.2002981769918519e-05
915,1.2065916968190574e-05
916,1.2076556624870129e-05
917,1.2079760432643431e-05
918,1.208639108574561e-05
919,1.2090144269153975e-05
920,1.2100094672854462e-05
921,1.210243135315836e-05
922,1.210896798354192e-05
923,1.211061049194063e-05
924,1.2111687117509381e-05
925,1.2111687117509381e-05
926,1.2144911670096277e-05
927,1.2149621196385092e-05
928,1.2168743872024094e-05
929,1.2189529880277857e-05
930,1.2191298558229951e-05
931,1.2199071845733006e-05
932,1.2217986455270194e-05
933,1.2217986455270194e-05
934,1.2220625516845941e-05
935,1.2227232258071613e-05
936,1.2227267321695907e-05
937,1.2227267321695907e-05
938,1.2227485811701024e-05
939,1.2227485811701024e-05
940,1.223696049311675e-05
941,1.2253737832974827e-05
942,1.2254557723473783e-05
943,1.2266388219648581e-05
944,1.227376916492867e-05
945,1.228430714161809e-05
946,1.2286317944299343e-05
947,1.2314003197042479e-05
948,1.2314485209674245e-05
949,1.233303623446491e-05
950,1.2351265276638498e-05
951,1.2361042456276678e-05
952,1.2368776442067471e-05
953,1.2378285542718989e-05
954,1.2379231281367802e-05
955,1.2381028066606152e-05
956,1.2401946553244048e-05
957,1.2412383049287861e-05
958,1.2413761606878076e-05
959,1.2413761606878076e-05
960,1.2416662572770859e-05
961,1.2446990817534446e-05
962,1.247811627922748e-05
963,1.247811627922748e-05
964,1.2483862653332162e-05
965,1.2486780279772893e-05
966,1.251288313370018e-05
967,1.2526408583661977e-05
968,1.2527119260338977e-05
969,1.2531033679039984e-05
970,1.254055578018467e-05
971,1.2556328677428183e-05
972,1.2556328677428183e-05
973,1.2556907967825232e-05
974,1.2556907967825232e-05
975,1.2560689498612726e-05
976,1.2560689498612726e-05
977,1.2575885607676407e-05
978,1.2581857280265953e-05
979,1.2591343167443808e-05
980,1.2607692244189078e-05
981,1.2616315830108198e-05
982,1.2616315830108198e-05
983,1.2616849710492852e-05
984,1.2618182960493959e-05
985,1.2620623660461266e-05
986,1.2625752478016238e-05
987,1.2627031487761123e-05
988,1.2627031487761123e-05
989,1.265939691509847e-05
990,1.2660108081847812e-05
991,1.2685956745535769e-05
992,1.268843391053193e-05
993,1.2697121248087575e-05
994,1.2697827631373952e-05
995,1.2704308269026688e-05
996,1.2718821451739732e-05
997,1.2722911273033737e-05
998,1.2734020038326062e-05
999,1.2764729507707323e-05
1000,1.2765414315519173e-05
1001,1.2782485286731345e-05
1002,1.2786659551423392e-05
1003,1.2807947199264233e-05
1004,1.2807947199264233e-05
1005,1.281099306187906e-05
1006,1.2813443500163668e-05
1007,1.2827259269587171e-05
1008,1.2864972043981865e-05
1009,1.2885518506368612e-05
1010,1.2899416872797739e-05
1011,1.292194639788035e-05
1012,1.292194639788035e-05
1013,1.2925087810715826e-05
1014,1.294043327273618e-05
1015,1.2968460014524762e-05
1016,1.2978941914660606e-05
1017,1.2987034477435356e-05
1018,1.3003445495946345e-05
1019,1.3008638471755483e-05
1020,1.3009392271418895e-05
1021,1.3010625316958444e-05
1022,1.301540493079734e-05
1023,1.3031767834263613e-05
1024,1.3056846495312034e-05
1025,1.3060342988842377e-05
1026,1.3060342988842377e-05
1027,1.306977498599767e-05
1028,1.30714629201812e-05
1029,1.3072551166592453e-05
1030,1.3082812255166193e-05
1031,1.3089690722263326e-05
1032,1.3089690722263326e-05
1033,1.3090776610253677e-05
1034,1.3101355227886349e-05
1035,1.3103389440518572e-05
1036,1.3108824807847663e-05
1037,1.3111624919331054e-05
1038,1.3112749154153316e-05
1039,1.3125053629065365e-05
1040,1.313595248272211e-05
1041,1.3137456124964262e-05
1042,1.3142863238228897e-05
1043,1.31470891779302e-05
1044,1.3150208095937185e-05
1045,1.3150208095937185e-05
1046,1.3198713696055152e-05
1047,1.3200932437185363e-05
1048,1.3200932437185363e-05
1049,1.3211336227967408e-05
1050,1.3221664978670005e-05
1051,1.322735520505815e-05
1052,1.3279825690809585e-05
1053,1.3282763051270027e-05
1054,1.328490598833007e-05
1055,1.3291442199513186e-05
1056,1.3291442199513186e-05
1057,1.330455294024255e-05
1058,1.3304734888736619e-05
1059,1.3304734888736619e-05
1060,1.3307568475436739e-05
1061,1.3307568475436739e-05
1062,1.3316583931387174e-05
1063,1.3321377630017187e-05
1064,1.3327838940961781e-05
1065,1.3327838940961781e-05
1066,1.3331404534623518e-05
1067,1.3331404534623518e-05
1068,1.3334918618569218e-05
1069,1.3334918618569218e-05
1070,1.333674544472569e-05
1071,1.3347929563987072e-05
1072,1.3348813195118163e-05
1073,1.3355827248575222e-05
1074,1.3365406560887617e-05
1075,1.3375669835854909e-05
1076,1.3376948923457268e-05
1077,1.3384329164007238e-05
1078,1.3394361078342201e-05
